"Edad","Abandono","Viajes","Departamento","DistanciaDesdeCasa","Educacion","CampoDeEducacion","SatisfaccionEnAmbiente","Genero","Implicacion","NivelCargo","Puesto","SatisfaccionEnTrabajo","EstadoCivil","SueldoMensual","NumEmpresasTrabajadas","HorasExtra","PorcentajeAumentoSalarial","Rendimiento","RelacionSatisfaccion","NivelAcciones","AnosTotalesTrabajados","CursosUltimoAno","EquilibrioVidaTrabajo","AnosEnEmpresa","AnosEnPuestoActual","AnosDesdeUltimaPromocion","AnosConJefeActual","BeneficioNeto"
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",3,2,"Investigador Cientifico",4,"Casado",4735,7,"No",15,3,4,2,19,4,4,13,11,2,9,66485.6937878101
29,"No","Viaja_Raramente","Ventas",5,3,"Medicina",1,"Hombre",2,2,"Ejecutivo de Ventas",2,"Divorciado",4187,1,"Si",13,3,2,1,10,3,2,10,0,0,9,48929.9369861065
33,"No","Viaja_Raramente","Ventas",2,4,"Medicina",4,"Hombre",3,2,"Ejecutivo de Ventas",4,"Divorciado",5505,1,"No",14,3,3,2,6,5,3,6,2,0,4,5095.2377814553
32,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Medicina",4,"Hombre",3,2,"Investigador Cientifico",2,"Divorciado",5470,0,"No",13,3,3,2,10,4,2,9,5,1,6,34871.4690618347
31,"No","Viaja_Raramente","Ventas",5,4,"Ciencias de la Salud",1,"Mujer",3,2,"Ejecutivo de Ventas",4,"Casado",5476,1,"No",11,3,1,2,10,2,3,10,0,0,2,105300.878860959
49,"No","Viaja_Raramente","Investigacion & Desarrollo",16,3,"Medicina",4,"Mujer",3,1,"Tecnico de Laboratorio",1,"Divorciado",2587,4,"Si",16,3,2,1,17,2,2,2,2,2,2,5102.44617961716
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Medicina",4,"Mujer",2,1,"Tecnico de Laboratorio",2,"Soltero",2440,1,"No",22,4,2,0,4,3,3,4,3,3,3,30107.4727141607
47,"No","Viaja_Raramente","Ventas",2,4,"Ciencias de la Salud",2,"Mujer",4,4,"Manager",2,"Divorciado",15972,6,"No",14,3,3,3,29,2,3,3,2,1,2,12985.0009996222
49,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",3,"Hombre",3,4,"Manager",3,"Soltero",15379,4,"No",14,3,1,0,23,2,3,8,7,0,0,65624.407974412
41,"No","Viaja_Raramente","Ventas",23,2,"Ciencias de la Salud",4,"Hombre",3,3,"Ejecutivo de Ventas",3,"Soltero",7082,3,"Si",16,3,4,0,21,2,3,2,0,0,2,25410.9483366796
20,"No","Viaja_Raramente","Ventas",9,1,"Ciencias de la Salud",4,"Hombre",3,1,"Representante de Ventas",1,"Soltero",2728,1,"No",11,3,1,0,2,3,3,2,2,0,2,85986.9200492727
33,"No","No_Viaja","Ventas",16,3,"Ciencias de la Salud",3,"Mujer",3,2,"Ejecutivo de Ventas",4,"Divorciado",5368,1,"Si",25,4,3,1,7,2,3,6,5,1,2,82970.6829845013
36,"No","Viaja_Raramente","Investigacion & Desarrollo",26,4,"Ciencias de la Salud",1,"Hombre",3,2,"Representante de Salud",3,"Casado",5347,6,"No",14,3,2,2,10,2,2,3,2,0,2,30031.5378253168
44,"No","Viaja_Raramente","Recursos Humanos",1,3,"Ciencias de la Salud",3,"Mujer",3,1,"Recursos Humanos",4,"Divorciado",3195,4,"Si",18,3,1,3,8,2,3,2,2,2,2,56040.877905401
23,"Si","Viaja_Raramente","Investigacion & Desarrollo",8,1,"Medicina",4,"Hombre",2,1,"Tecnico de Laboratorio",3,"Soltero",3989,1,"Si",11,3,1,0,5,2,3,5,4,1,2,44340.909267129
38,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Medicina",4,"Mujer",3,1,"Tecnico de Laboratorio",3,"Casado",3306,7,"No",19,3,4,1,7,5,2,0,0,0,0,112025.551397745
53,"No","Viaja_Raramente","Investigacion & Desarrollo",24,4,"Medicina",2,"Hombre",4,3,"Representante de Salud",4,"Casado",7005,3,"No",15,3,3,0,11,2,3,4,3,1,2,19475.9954507539
48,"Si","Viaja_frecuentemente","Ventas",7,2,"Medicina",4,"Mujer",3,1,"Representante de Ventas",3,"Casado",2655,2,"Si",11,3,3,2,19,6,3,9,7,7,7,41830.8055163315
32,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",4,"Hombre",3,1,"Tecnico de Laboratorio",2,"Soltero",1393,1,"No",12,3,1,0,1,2,3,1,0,0,0,38210.7989754558
26,"No","No_Viaja","Investigacion & Desarrollo",7,3,"Medicina",4,"Hombre",3,1,"Tecnico de Laboratorio",4,"Soltero",2570,1,"No",20,4,3,0,7,5,3,7,7,5,7,21861.2523558632
55,"No","Viaja_Raramente","Investigacion & Desarrollo",22,3,"Tecnico",1,"Hombre",2,1,"Investigador Cientifico",2,"Divorciado",3537,5,"No",12,3,4,1,8,1,3,4,2,1,2,2224.89508128708
34,"No","Viaja_Raramente","Investigacion & Desarrollo",5,2,"Medicina",2,"Hombre",2,2,"Tecnico de Laboratorio",4,"Casado",3986,1,"No",14,3,3,1,15,3,4,15,10,4,13,35292.0241998306
60,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Medicina",3,"Hombre",1,3,"Representante de Salud",4,"Divorciado",10883,3,"No",20,4,3,1,19,2,4,1,0,0,0,25388.3042199886
33,"No","Viaja_Raramente","Investigacion & Desarrollo",21,3,"Medicina",2,"Hombre",4,1,"Tecnico de Laboratorio",2,"Casado",2028,1,"No",18,3,4,3,14,6,3,14,11,2,13,-8145.39516511897
37,"No","Viaja_frecuentemente","Ventas",1,4,"Medicina",3,"Hombre",1,2,"Ejecutivo de Ventas",4,"Divorciado",9525,1,"No",14,3,3,2,6,2,2,6,3,1,3,14332.0645467076
34,"No","Viaja_Raramente","Investigacion & Desarrollo",19,3,"Ciencias de la Salud",2,"Mujer",2,1,"Investigador Cientifico",4,"Casado",2929,1,"No",12,3,2,0,10,3,3,10,9,8,7,55414.4274600477
23,"Si","Viaja_Raramente","Ventas",7,3,"Ciencias de la Salud",3,"Hombre",3,1,"Representante de Ventas",4,"Divorciado",2275,1,"Si",21,4,2,1,3,3,3,3,2,0,2,18472.3995752478
44,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",3,"Mujer",4,3,"Representante de Salud",4,"Casado",7879,1,"Si",19,3,2,1,9,2,3,8,7,6,7,29418.2046822393
35,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,4,"Medicina",1,"Hombre",2,1,"Investigador Cientifico",4,"Soltero",4930,0,"Si",14,3,3,0,6,2,4,5,4,1,4,30933.3558248407
43,"No","Viaja_Raramente","Ventas",2,3,"Medicina",4,"Hombre",3,2,"Ejecutivo de Ventas",4,"Casado",7847,1,"Si",17,3,1,1,10,3,3,10,9,8,8,2920.02392694365
24,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",3,"Hombre",4,1,"Investigador Cientifico",3,"Casado",4401,1,"No",16,3,4,1,5,1,3,5,3,0,4,13796.1458238487
41,"No","Viaja_Raramente","Ventas",6,3,"Marketing",4,"Hombre",3,3,"Ejecutivo de Ventas",3,"Soltero",9241,1,"No",12,3,2,0,10,3,3,10,8,8,7,45470.4399875855
29,"No","Viaja_Raramente","Investigacion & Desarrollo",9,4,"Medicina",4,"Mujer",3,1,"Tecnico de Laboratorio",3,"Casado",2974,9,"No",17,3,3,1,9,2,3,5,3,1,2,33204.9053187665
36,"No","Viaja_Raramente","Ventas",2,4,"Ciencias de la Salud",3,"Mujer",3,2,"Representante de Ventas",4,"Soltero",4502,3,"No",15,3,3,0,17,2,2,13,7,6,7,49311.0713451472
45,"No","No_Viaja","Investigacion & Desarrollo",1,1,"Ciencias de la Salud",3,"Hombre",2,3,"Representante de Salud",3,"Casado",10748,3,"No",23,4,4,1,25,3,2,23,15,14,4,71393.1670449044
24,"Si","Viaja_Raramente","Recursos Humanos",22,1,"Recursos Humanos",4,"Hombre",1,1,"Recursos Humanos",3,"Casado",1555,1,"No",11,3,3,1,1,2,3,1,0,0,0,77328.4496771217
47,"Si","Viaja_frecuentemente","Ventas",9,3,"Ciencias de la Salud",3,"Hombre",1,4,"Ejecutivo de Ventas",3,"Casado",12936,7,"No",11,3,3,0,25,3,1,23,5,14,10,66274.9265360705
26,"No","Viaja_Raramente","Investigacion & Desarrollo",17,4,"Medicina",4,"Hombre",1,1,"Tecnico de Laboratorio",3,"Casado",2305,1,"No",15,3,3,3,3,3,4,3,2,0,2,48084.4646527026
45,"No","Viaja_Raramente","Investigacion & Desarrollo",28,2,"Tecnico",4,"Mujer",2,4,"Director de Investigacion",2,"Soltero",16704,1,"No",11,3,3,0,21,2,3,21,6,8,6,23644.9772389516
32,"No","Viaja_frecuentemente","Investigacion & Desarrollo",10,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Casado",3433,6,"No",13,3,1,1,10,3,2,5,2,1,3,59429.9105857343
31,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",2,"Hombre",3,1,"Tecnico de Laboratorio",3,"Casado",3477,1,"No",14,3,4,1,6,2,4,5,2,0,3,57447.0153358001
41,"No","No_Viaja","Recursos Humanos",4,3,"Recursos Humanos",3,"Hombre",1,2,"Recursos Humanos",2,"Casado",6430,6,"No",19,3,2,1,10,4,3,3,2,1,2,72457.412041681
40,"No","Viaja_Raramente","Investigacion & Desarrollo",8,2,"Ciencias de la Salud",2,"Mujer",3,2,"Manufacturing Director",1,"Casado",6516,2,"Si",16,3,2,1,18,3,3,1,0,0,0,-2342.76846322834
24,"No","Viaja_Raramente","Investigacion & Desarrollo",29,1,"Medicina",2,"Hombre",3,1,"Tecnico de Laboratorio",1,"Divorciado",3907,1,"No",13,3,2,3,6,2,4,6,2,1,2,43223.7548626258
46,"No","Viaja_Raramente","Investigacion & Desarrollo",13,4,"Ciencias de la Salud",3,"Hombre",3,2,"Representante de Salud",2,"Soltero",5562,6,"No",14,3,4,0,19,3,3,10,7,0,9,95553.4866277912
35,"No","Viaja_Raramente","Investigacion & Desarrollo",27,4,"Ciencias de la Salud",4,"Hombre",3,2,"Manufacturing Director",3,"Casado",6883,2,"No",16,3,2,1,17,3,3,7,7,0,7,35627.6736127189
30,"No","Viaja_Raramente","Investigacion & Desarrollo",16,1,"Ciencias de la Salud",2,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2862,1,"No",12,3,2,1,10,2,2,10,0,0,8,54360.4935252013
47,"No","No_Viaja","Ventas",2,4,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",2,"Casado",4978,7,"No",11,3,4,1,4,3,1,1,0,0,0,44646.2928343843
46,"No","Viaja_Raramente","Ventas",2,3,"Ciencias de la Salud",3,"Hombre",3,3,"Ejecutivo de Ventas",4,"Divorciado",10368,4,"Si",12,3,2,1,13,5,2,10,6,0,3,35649.4836616831
36,"Si","Viaja_Raramente","Ventas",13,5,"Marketing",2,"Hombre",2,2,"Ejecutivo de Ventas",1,"Divorciado",6134,5,"Si",13,3,2,3,16,3,3,2,2,2,2,15754.0491504236
32,"Si","Viaja_Raramente","Ventas",1,2,"Ciencias de la Salud",1,"Hombre",1,2,"Ejecutivo de Ventas",2,"Soltero",6735,6,"No",15,3,2,0,10,2,3,0,0,0,0,72243.1586128462
23,"No","Viaja_Raramente","Investigacion & Desarrollo",4,1,"Medicina",3,"Mujer",3,1,"Tecnico de Laboratorio",2,"Soltero",3295,1,"No",13,3,3,0,3,3,1,3,2,1,2,37627.543568589
31,"No","Viaja_frecuentemente","Investigacion & Desarrollo",24,1,"Tecnico",4,"Mujer",3,2,"Manufacturing Director",4,"Soltero",5238,2,"No",20,4,4,0,9,3,2,5,4,1,4,53820.3580316648
39,"No","No_Viaja","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",3,2,"Tecnico de Laboratorio",4,"Casado",6472,1,"Si",15,3,4,1,9,2,3,9,8,5,8,57695.1467834886
32,"No","Viaja_Raramente","Ventas",19,3,"Ciencias de la Salud",4,"Hombre",1,3,"Ejecutivo de Ventas",3,"Casado",9610,3,"No",13,3,3,1,10,2,1,4,3,0,2,47001.9876358962
40,"No","Viaja_Raramente","Ventas",7,4,"Medicina",2,"Hombre",3,5,"Manager",2,"Soltero",19833,1,"No",14,3,2,0,21,3,2,21,8,12,8,49272.0777817862
45,"No","Viaja_Raramente","Recursos Humanos",4,3,"Ciencias de la Salud",3,"Mujer",1,3,"Recursos Humanos",3,"Casado",9756,4,"No",21,4,3,2,9,2,4,5,0,0,3,27858.4186467344
30,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,4,"Tecnico",4,"Mujer",2,1,"Investigador Cientifico",1,"Soltero",4968,0,"No",16,3,4,0,10,2,3,9,7,0,7,39793.3372928002
24,"No","Viaja_frecuentemente","Recursos Humanos",10,3,"Medicina",1,"Hombre",3,1,"Recursos Humanos",4,"Casado",2145,0,"No",14,3,4,1,3,2,3,2,2,2,1,65590.7155552472
30,"Si","Viaja_frecuentemente","Recursos Humanos",8,3,"Recursos Humanos",3,"Mujer",2,1,"Recursos Humanos",4,"Divorciado",2180,6,"No",11,3,3,1,6,0,2,4,2,1,2,13198.1596715117
31,"No","Viaja_Raramente","Ventas",5,3,"Tecnico",1,"Hombre",3,2,"Ejecutivo de Ventas",3,"Casado",8346,1,"No",19,3,3,1,6,3,3,5,2,0,2,-14055.6189605032
27,"No","Viaja_Raramente","Investigacion & Desarrollo",8,3,"Medicina",3,"Mujer",3,1,"Investigador Cientifico",4,"Soltero",3445,1,"No",11,3,3,0,6,5,2,6,2,1,4,78516.8996510765
29,"Si","Viaja_Raramente","Ventas",9,3,"Marketing",2,"Mujer",1,1,"Representante de Ventas",2,"Soltero",2760,1,"No",13,3,3,0,2,0,3,2,2,2,2,31256.6776592733
29,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",4,2,"Representante de Salud",3,"Soltero",6294,8,"Si",12,3,4,0,10,5,4,3,2,0,2,31838.3373080985
30,"No","Viaja_Raramente","Ventas",15,2,"Marketing",3,"Hombre",2,3,"Ejecutivo de Ventas",1,"Divorciado",7140,2,"No",11,3,1,1,12,2,3,7,7,1,7,46221.0614039041
34,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Medicina",4,"Hombre",4,1,"Investigador Cientifico",4,"Casado",2932,0,"Si",14,3,1,3,6,3,3,5,0,1,2,7300.91287677202
33,"No","No_Viaja","Ventas",2,3,"Marketing",4,"Mujer",3,2,"Ejecutivo de Ventas",2,"Soltero",5147,8,"No",15,3,4,0,13,2,2,11,7,1,7,63021.2029271994
49,"No","Viaja_Raramente","Ventas",11,4,"Marketing",4,"Mujer",3,2,"Ejecutivo de Ventas",4,"Soltero",4507,3,"No",12,3,3,0,8,1,4,5,1,0,4,34791.1672768217
33,"Si","Viaja_Raramente","Ventas",16,3,"Ciencias de la Salud",1,"Mujer",3,3,"Ejecutivo de Ventas",1,"Soltero",8564,2,"Si",20,4,3,0,11,2,2,0,0,0,0,85475.4442560735
38,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,2,"Medicina",3,"Mujer",2,1,"Tecnico de Laboratorio",2,"Casado",2468,4,"No",14,3,2,1,9,4,2,6,1,0,5,4306.3759832063
31,"Si","Viaja_Raramente","Ventas",16,4,"Marketing",1,"Hombre",3,3,"Ejecutivo de Ventas",3,"Casado",8161,2,"No",13,3,1,3,10,2,3,1,0,0,0,4625.65450504862
29,"No","Viaja_Raramente","Investigacion & Desarrollo",4,3,"Tecnico",4,"Mujer",2,1,"Investigador Cientifico",1,"Divorciado",2109,1,"No",13,3,3,1,1,2,3,1,0,0,0,61510.5113026366
30,"No","Viaja_Raramente","Investigacion & Desarrollo",16,3,"Ciencias de la Salud",3,"Hombre",4,2,"Representante de Salud",3,"Casado",5294,3,"No",16,3,3,1,10,3,3,7,0,1,7,60533.2631207069
32,"No","No_Viaja","Investigacion & Desarrollo",5,4,"Tecnico",2,"Hombre",3,1,"Investigador Cientifico",2,"Soltero",2718,2,"No",14,3,2,0,12,3,3,7,7,0,7,-7705.42768224784
38,"No","Viaja_Raramente","Investigacion & Desarrollo",18,3,"Medicina",2,"Hombre",1,2,"Representante de Salud",4,"Casado",5811,3,"Si",16,3,3,1,15,2,3,1,0,1,0,8435.59734692461
43,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",17,3,"Tecnico",3,"Hombre",2,1,"Investigador Cientifico",3,"Casado",2437,9,"Si",16,3,4,1,6,4,3,1,0,0,0,38799.7599308113
42,"No","Viaja_Raramente","Investigacion & Desarrollo",12,3,"Medicina",2,"Hombre",3,1,"Tecnico de Laboratorio",2,"Divorciado",2766,8,"No",22,4,2,3,7,6,2,5,3,0,4,74830.0673593677
55,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Medicina",3,"Hombre",2,5,"Director de Investigacion",1,"Casado",19038,8,"No",12,3,2,3,34,2,3,1,0,0,0,18567.9468717177
33,"No","No_Viaja","Investigacion & Desarrollo",4,3,"Tecnico",4,"Hombre",3,2,"Investigador Cientifico",2,"Divorciado",3055,5,"No",15,3,4,2,11,2,2,9,8,1,7,48623.8349996276
41,"No","Viaja_Raramente","Investigacion & Desarrollo",9,4,"Ciencias de la Salud",3,"Hombre",3,1,"Tecnico de Laboratorio",1,"Divorciado",2289,1,"No",20,4,2,2,5,2,3,5,3,0,4,1067.58187265811
34,"No","No_Viaja","Ventas",10,3,"Ciencias de la Salud",4,"Hombre",3,2,"Ejecutivo de Ventas",3,"Divorciado",4001,1,"Si",14,3,3,1,15,3,3,15,14,0,7,82771.4921463579
53,"No","No_Viaja","Investigacion & Desarrollo",1,4,"Medicina",1,"Mujer",2,4,"Manufacturing Director",3,"Casado",12965,4,"Si",20,4,4,3,27,2,2,3,2,0,2,34769.0388546014
43,"No","Viaja_Raramente","Recursos Humanos",2,3,"Ciencias de la Salud",2,"Hombre",3,1,"Recursos Humanos",4,"Soltero",3539,0,"No",13,3,2,0,10,5,3,9,7,1,8,69963.7374971342
34,"No","Viaja_Raramente","Ventas",3,2,"Ciencias de la Salud",4,"Mujer",1,2,"Ejecutivo de Ventas",4,"Soltero",6029,5,"No",12,3,1,0,6,3,3,2,2,2,2,18385.2597110687
21,"Si","Viaja_Raramente","Ventas",7,1,"Marketing",2,"Hombre",3,1,"Representante de Ventas",2,"Soltero",2679,1,"No",13,3,2,0,1,0,3,1,0,1,0,69565.008209265
38,"No","Viaja_Raramente","Investigacion & Desarrollo",6,2,"Otro",4,"Mujer",2,1,"Tecnico de Laboratorio",3,"Casado",3702,1,"No",11,3,2,1,5,3,3,5,4,0,4,53097.2227464451
22,"Si","Viaja_Raramente","Investigacion & Desarrollo",8,1,"Medicina",3,"Mujer",3,1,"Tecnico de Laboratorio",1,"Casado",2398,1,"Si",17,3,3,0,1,6,3,1,0,0,0,113321.850448014
31,"No","Viaja_Raramente","Ventas",29,4,"Marketing",1,"Mujer",2,2,"Ejecutivo de Ventas",4,"Casado",5468,1,"No",14,3,1,2,13,3,3,12,7,5,7,36273.219705264
51,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Tecnico",1,"Mujer",3,3,"Manager",3,"Casado",13116,2,"No",11,3,4,0,15,2,3,2,2,2,2,82439.5300473996
37,"No","Viaja_Raramente","Ventas",9,2,"Marketing",2,"Hombre",2,2,"Ejecutivo de Ventas",2,"Casado",4189,1,"No",14,3,1,2,5,2,3,5,2,0,3,23504.6121387605
46,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Medicina",3,"Hombre",3,5,"Director de Investigacion",4,"Divorciado",19328,7,"Si",17,3,3,1,24,3,3,2,1,2,2,38663.4358207425
36,"No","Viaja_Raramente","Investigacion & Desarrollo",10,3,"Ciencias de la Salud",4,"Hombre",3,3,"Representante de Salud",1,"Casado",8321,7,"Si",13,3,4,1,15,1,3,12,8,5,7,-10484.476623954
44,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",1,2,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",2,"Divorciado",2342,1,"Si",12,3,3,3,6,2,2,5,3,2,3,50329.4587302469
37,"No","Viaja_Raramente","Recursos Humanos",8,2,"Otro",3,"Hombre",3,2,"Recursos Humanos",2,"Divorciado",4071,2,"No",13,3,3,0,19,4,2,10,0,4,7,89813.8656407846
35,"Si","Viaja_Raramente","Ventas",27,3,"Ciencias de la Salud",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Soltero",5813,1,"Si",18,3,4,0,10,2,3,10,7,7,7,29956.9242477448
33,"No","Viaja_Raramente","Investigacion & Desarrollo",8,4,"Ciencias de la Salud",4,"Hombre",4,1,"Investigador Cientifico",1,"Casado",3143,6,"No",19,3,2,1,14,1,3,10,8,7,6,53842.4003820654
28,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2044,1,"No",11,3,3,1,5,6,4,5,3,0,3,80635.9114745296
39,"No","Viaja_Raramente","Investigacion & Desarrollo",10,1,"Medicina",3,"Hombre",3,3,"Director de Investigacion",3,"Soltero",13464,7,"No",21,4,3,0,9,3,3,4,3,2,2,17260.4460407852
46,"No","No_Viaja","Ventas",26,2,"Ciencias de la Salud",2,"Hombre",2,2,"Ejecutivo de Ventas",2,"Soltero",7991,8,"No",15,3,3,0,6,3,3,2,2,2,2,61005.010335511
40,"No","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Ciencias de la Salud",3,"Mujer",3,1,"Tecnico de Laboratorio",1,"Casado",3377,4,"No",17,3,4,1,7,5,2,4,3,0,2,9630.38182472427
42,"No","Viaja_Raramente","Investigacion & Desarrollo",13,3,"Medicina",2,"Hombre",4,2,"Representante de Salud",1,"Casado",5538,5,"No",18,3,3,2,10,2,2,0,0,0,0,42156.4871931615
35,"No","No_Viaja","Investigacion & Desarrollo",2,2,"Medicina",2,"Hombre",3,2,"Manufacturing Director",4,"Divorciado",5762,2,"No",14,3,3,1,15,6,3,7,7,1,7,22779.2241262075
38,"No","No_Viaja","Recursos Humanos",2,3,"Recursos Humanos",1,"Hombre",3,1,"Recursos Humanos",2,"Divorciado",2592,5,"No",13,3,4,3,13,3,3,11,10,3,8,20014.2337342366
34,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",9,4,"Ciencias de la Salud",4,"Hombre",3,2,"Tecnico de Laboratorio",1,"Casado",5346,4,"No",17,3,3,1,11,3,2,7,1,0,7,70603.2752769995
37,"Si","Viaja_Raramente","Investigacion & Desarrollo",10,4,"Medicina",4,"Hombre",3,2,"Manufacturing Director",1,"Soltero",4213,1,"No",15,3,2,0,10,4,1,10,3,0,8,73846.4867011608
39,"No","Viaja_frecuentemente","Ventas",20,3,"Ciencias de la Salud",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Divorciado",4127,2,"No",18,3,4,1,7,6,3,2,1,2,2,102695.586213876
43,"No","No_Viaja","Investigacion & Desarrollo",9,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",2438,4,"No",13,3,3,0,7,2,2,3,2,1,2,26540.9635192899
41,"No","Viaja_Raramente","Investigacion & Desarrollo",5,3,"Ciencias de la Salud",2,"Hombre",4,2,"Representante de Salud",2,"Soltero",6870,3,"No",12,3,1,0,11,3,1,3,2,1,2,34360.3916866471
41,"No","Viaja_Raramente","Ventas",4,1,"Marketing",3,"Mujer",3,3,"Ejecutivo de Ventas",3,"Divorciado",10447,0,"Si",13,3,4,1,23,3,4,22,14,13,5,14738.1132572536
30,"No","Viaja_Raramente","Investigacion & Desarrollo",10,3,"Medicina",1,"Mujer",3,3,"Manufacturing Director",3,"Soltero",9667,9,"No",14,3,2,0,9,3,3,7,7,0,2,17290.6819815911
26,"Si","Viaja_Raramente","Recursos Humanos",20,2,"Medicina",4,"Mujer",3,1,"Recursos Humanos",2,"Casado",2148,0,"Si",11,3,3,0,6,3,3,5,1,1,4,57232.8463244949
46,"Si","Viaja_Raramente","Investigacion & Desarrollo",21,2,"Medicina",4,"Mujer",3,2,"Representante de Salud",2,"Casado",8926,4,"No",22,4,4,1,13,2,4,9,7,3,7,63462.6215179194
40,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",3,"Mujer",3,2,"Representante de Salud",4,"Divorciado",6513,4,"No",17,3,4,1,12,3,3,5,3,0,3,11420.7100970685
34,"No","Viaja_Raramente","Ventas",8,2,"Tecnico",2,"Hombre",4,2,"Ejecutivo de Ventas",3,"Casado",6799,1,"No",21,4,3,2,10,5,3,10,8,4,8,32063.148774402
58,"No","No_Viaja","Ventas",2,3,"Medicina",2,"Hombre",3,4,"Manager",2,"Divorciado",16291,4,"No",22,4,4,1,37,0,2,16,9,14,14,48699.2553599167
35,"No","Viaja_Raramente","Investigacion & Desarrollo",23,4,"Medicina",2,"Hombre",1,1,"Tecnico de Laboratorio",3,"Casado",2705,0,"No",16,3,2,1,6,2,4,5,4,0,3,44804.2337755665
47,"No","Viaja_Raramente","Investigacion & Desarrollo",4,3,"Ciencias de la Salud",3,"Mujer",2,3,"Manufacturing Director",2,"Divorciado",10333,8,"Si",12,3,3,1,28,4,3,22,11,14,10,66306.5753394135
40,"No","Viaja_Raramente","Investigacion & Desarrollo",12,3,"Ciencias de la Salud",2,"Mujer",3,2,"Representante de Salud",1,"Divorciado",4448,2,"No",12,3,2,1,15,3,3,7,4,7,7,93175.1260422
54,"No","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Medicina",4,"Mujer",3,2,"Investigador Cientifico",4,"Casado",6854,4,"No",15,3,2,1,14,2,2,7,1,1,7,97109.2059547604
31,"No","Viaja_frecuentemente","Ventas",7,4,"Marketing",1,"Mujer",3,3,"Ejecutivo de Ventas",1,"Casado",9637,2,"No",14,3,4,2,9,3,3,3,2,2,2,49516.9019625243
28,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",3,"Mujer",3,1,"Investigador Cientifico",1,"Casado",3591,1,"No",25,4,3,1,3,3,3,3,2,1,2,75501.9831391384
38,"No","Viaja_Raramente","Ventas",2,4,"Marketing",2,"Mujer",1,2,"Representante de Ventas",4,"Casado",5405,2,"Si",20,4,1,2,20,4,2,4,2,0,3,72676.3316987577
26,"No","Viaja_Raramente","Ventas",10,3,"Medicina",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Soltero",4684,1,"No",13,3,1,0,5,4,3,5,3,1,2,69246.8488747099
58,"No","Viaja_frecuentemente","Investigacion & Desarrollo",15,4,"Ciencias de la Salud",1,"Hombre",3,4,"Director de Investigacion",3,"Casado",15787,2,"Si",14,3,2,0,23,3,3,2,2,2,2,-12380.8293871881
18,"No","No_Viaja","Investigacion & Desarrollo",14,3,"Medicina",2,"Mujer",3,1,"Investigador Cientifico",3,"Soltero",1514,1,"No",16,3,3,0,0,4,1,0,0,0,0,35758.4747918297
31,"Si","Viaja_Raramente","Recursos Humanos",18,5,"Recursos Humanos",4,"Hombre",4,1,"Recursos Humanos",1,"Casado",2956,0,"No",17,3,3,0,2,4,3,1,0,0,0,78380.703686462
29,"Si","Viaja_Raramente","Recursos Humanos",13,3,"Recursos Humanos",1,"Hombre",2,1,"Recursos Humanos",1,"Divorciado",2335,4,"Si",15,3,4,3,4,3,3,2,2,2,0,47410.525616254
45,"No","No_Viaja","Ventas",2,4,"Ciencias de la Salud",3,"Mujer",3,2,"Ejecutivo de Ventas",3,"Casado",5154,4,"No",22,4,2,2,10,3,4,8,7,5,7,31851.2373083921
